swimmer_id,meet_id,meet_name,meet_date,age,sex_category,event,course,round,seed_time,final_time,split_50,split_100,split_150,split_200,data_source,meet_level,notes
S289,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:04.95,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 15 - 16; place 14"
S290,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:05.03,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 15 - 16; place 15"
S065,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:05.17,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 15 - 16; place 16"
S291,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:05.63,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 15 - 16; place 17"
S292,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:05.88,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 15 - 16; place 18"
S293,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:07.20,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 15 - 16; place 19"
S294,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:07.76,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 15 - 16; place 20"
S295,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:08.09,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 15 - 16; place 21"
S112,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:08.12,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 15 - 16; place 22"
S296,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:09.98,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 15 - 16; place 23"
S297,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:10.13,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 15 - 16; place 24"
S228,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:10.66,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 15 - 16; place 25"
S298,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,final,,1:57.11,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 1"
S299,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,final,,1:59.95,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 2"
S300,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,final,,2:03.72,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 3"
S234,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,final,,2:03.92,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 4"
S301,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,final,,2:05.25,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 5"
S302,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,final,,2:05.37,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 6"
S303,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,final,,2:07.12,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 7"
S239,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,final,,2:07.44,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 8"
S304,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,final,,2:08.33,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 9"
S298,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:00.02,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 1"
S299,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:02.77,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 2"
S300,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:04.99,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 3"
S234,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:05.61,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 4"
S302,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:06.37,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 5"
S301,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:06.57,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 6"
S239,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:08.07,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 7"
S303,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:08.57,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 8"
S304,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:08.59,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 9"
S305,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:09.31,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 10"
S306,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:09.46,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 11"
S105,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:09.52,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 12"
S307,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:09.88,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 13"
S308,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:10.57,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 14"
S309,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:10.64,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 15"
S310,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:10.77,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 16"
S255,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:10.85,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 17"
S311,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:11.45,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 18"
S312,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:11.86,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 19"
S313,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:12.02,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 20"
S314,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:13.54,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 21"
S315,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:13.68,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 13 - 14; place 22"
S316,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,final,,2:10.32,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 11 - 12; place 1"
S317,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,final,,2:10.86,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 11 - 12; place 2"
S318,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,final,,2:13.75,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 11 - 12; place 3"
S319,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,final,,2:14.04,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 11 - 12; place 4"
S320,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,final,,2:16.18,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 11 - 12; place 5"
S321,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,final,,2:18.96,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 11 - 12; place 6"
S322,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,final,,2:19.02,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 11 - 12; place 7"
S323,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,final,,2:19.44,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 11 - 12; place 8"
S324,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,final,,2:22.08,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 11 - 12; place 9"
S317,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:13.19,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 11 - 12; place 1"
S318,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:15.13,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 11 - 12; place 2"
S319,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:15.40,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 11 - 12; place 3"
S316,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:16.55,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 11 - 12; place 4"
S320,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:17.09,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 11 - 12; place 5"
S322,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:18.71,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 11 - 12; place 6"
S323,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:21.71,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 11 - 12; place 7"
S321,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:21.85,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 11 - 12; place 8"
S324,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:22.41,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 11 - 12; place 9"
S325,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:22.42,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 11 - 12; place 10"
S326,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:23.10,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 11 - 12; place 11"
S327,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:23.86,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 11 - 12; place 12"
S328,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:24.11,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 11 - 12; place 13"
S329,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:24.47,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 11 - 12; place 14"
S330,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:24.57,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 11 - 12; place 15"
S331,2026_PC_TERA_FAR_WESTERN,PC TERA Far Western Championships,2026-07-30,,M,200 FR,LCM,prelim,,2:25.16,,,,,"SwimCloud event page saved to PDF 2026-08-31, https://www.swimcloud.com/results/393282/event/18/ (no splits, ages or seed times published there)",championship,"dates Jul 30 - Aug 2 2026; LONG COURSE METRES, retained only so the course guard is exercised on real data; age group recorded from the section header; age group 11 - 12; place 16"
